id	type	modified	ownerInstitutionCode	dynamicProperties	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	eventTime	eventRemarks	locationID	country	countryCode	stateProvince	municipality	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	footprintSRS
7dfe876e-52a4-42e2-8138-a90389d44c34	Event	2023-02-20 11:34:53	Miljødirektoratet	{"id":"7dfe876e-52a4-42e2-8138-a90389d44c34","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH96","ethanol_prc_at_lab":92.5,"net_wet_weight":38.338}	7dfe876e-52a4-42e2-8138-a90389d44c34	08b52ffc-c525-4390-a566-19c8e43fae0f	Level_2	14	trap_days	2022-06-13/2022-06-27	2022-06-13 02:00:00+02/2022-06-27 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	7cbe67c1-897d-4dde-a80d-83d5e6d76f86						In the original data, this known as trap: Trond_2022_Semi-nat_54_MF1	63.3465103755987684	10.1534218328265862	EPSG:4326	1.0000	POINT(10.1534218328266 63.3465103755988)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
c891efeb-9b37-4aab-8e01-f30cb3f1b881	Event	2023-04-13 15:33:45	Miljødirektoratet	{"id":"c891efeb-9b37-4aab-8e01-f30cb3f1b881","identification_name":"metabarcoding_novaseq","identification_comment":null,"read_abundance":390776,"ekstraksjonsdato":null,"ekstraksjonskit":null,"ekstraksjonskommentar":null}	c891efeb-9b37-4aab-8e01-f30cb3f1b881	36236bae-8b95-40c7-ac94-12da89cff842	Level_1			2022-06-03/2022-06-23		Insect identification of one trap sampling. The same trap sampling could have multiple identification runs, using different techniques							Coordinates copied from level_2, to fascilitate visualisation at GBIF.org	60.9576123622858361	10.995370811653876	EPSG:4326	1.0000	POINT(10.9953708116539 60.9576123622858)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
ac89d4a5-7d0a-47cc-816d-cda619e19e22	Event	2023-04-13 15:33:45	Miljødirektoratet	{"id":"ac89d4a5-7d0a-47cc-816d-cda619e19e22","identification_name":"metabarcoding_novaseq","identification_comment":null,"read_abundance":249041,"ekstraksjonsdato":null,"ekstraksjonskit":null,"ekstraksjonskommentar":null}	ac89d4a5-7d0a-47cc-816d-cda619e19e22	97055fe7-ad10-4020-9aec-4ab975bbdd81	Level_1			2021-08-20/2021-09-02		Insect identification of one trap sampling. The same trap sampling could have multiple identification runs, using different techniques							Coordinates copied from level_2, to fascilitate visualisation at GBIF.org	61.8661785801487767	12.1263244628906701	EPSG:4326	1.0000	POINT(12.1263244628907 61.8661785801488)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
e7bb8d4d-48f6-48cf-8356-c688ecd0655a	Event	2023-02-20 11:34:53	Miljødirektoratet	{"id":"e7bb8d4d-48f6-48cf-8356-c688ecd0655a","trap_type":"Window","trap_model":"Window_NMBU_2021","liquid_name":"PropGl70_EtOH85","ethanol_prc_at_lab":59.52,"net_wet_weight":3.911}	e7bb8d4d-48f6-48cf-8356-c688ecd0655a	1e62682c-474f-4788-8522-528ce19a64f5	Level_2	11	trap_days	2022-07-28/2022-08-08	2022-07-28 02:00:00+02/2022-08-08 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	83d90df4-9fdc-42b0-8b9e-ddbf4dc9a463						In the original data, this known as trap: Ost_2022_Skog_30_VF3	59.183091500077424	11.3199717747400932	EPSG:4326	1.0000	POINT(11.3199717747401 59.1830915000774)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
7b6948a5-be55-43d0-9627-85811aeecb7a	Event	2023-02-20 11:34:53	Miljødirektoratet	{"id":"7b6948a5-be55-43d0-9627-85811aeecb7a","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH96","ethanol_prc_at_lab":92.03,"net_wet_weight":46.538}	7b6948a5-be55-43d0-9627-85811aeecb7a	c946d2b5-ad8b-4256-8124-e834fbb68b54	Level_2	13	trap_days	2022-06-23/2022-07-06	2022-06-23 02:00:00+02/2022-07-06 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	5f5c2c9f-215b-49c5-828a-dcf6142d6c98						In the original data, this known as trap: Ost_2022_Semi-nat_41_MF1	62.0466825397929043	9.13725672348731166	EPSG:4326	1.0000	POINT(9.13725672348731 62.0466825397929)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
004c3ea3-8ad7-4d6d-b6ba-1d40016a2d99	Event	2023-02-20 11:34:53	Miljødirektoratet	{"id":"004c3ea3-8ad7-4d6d-b6ba-1d40016a2d99","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH96","ethanol_prc_at_lab":92.18,"net_wet_weight":50.278}	004c3ea3-8ad7-4d6d-b6ba-1d40016a2d99	c87059c9-308c-473d-bb46-41675a4fe853	Level_2	16	trap_days	2022-07-11/2022-07-27	2022-07-11 02:00:00+02/2022-07-27 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	8275f8d1-3e8d-42ff-a62d-5c6f97e7831f						In the original data, this known as trap: Ost_2022_Semi-nat_49_MF1	59.6453290330259094	7.80333809320329141	EPSG:4326	1.0000	POINT(7.80333809320329 59.6453290330259)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
e595381f-72f2-4ccc-92b7-afab82160ca0	Event	2023-01-24 10:35:16	Miljødirektoratet	{"id":"e595381f-72f2-4ccc-92b7-afab82160ca0","trap_type":"Window","trap_model":"Window_NMBU_2020","liquid_name":"PropGl70_EtOH85","ethanol_prc_at_lab":null,"net_wet_weight":4.980}	e595381f-72f2-4ccc-92b7-afab82160ca0	f09ae452-dc2f-4149-b5ab-072de105f08c	Level_2	15	trap_days	2020-05-14/2020-05-29	2020-05-14 02:00:00+02/2020-05-29 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	125cf76b-0ac6-4558-800f-8f16ad4918f1						In the original data, this known as trap: Ost_2020_Skog_7_VF3	60.4536535035665992	11.4311135285431504	EPSG:4326	0.0500	POINT(11.4311135285432 60.4536535035666)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
838d4f08-7d01-49cc-b0b1-d48064548213	Event	2023-01-24 10:35:16	Miljødirektoratet	{"id":"838d4f08-7d01-49cc-b0b1-d48064548213","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH85","ethanol_prc_at_lab":null,"net_wet_weight":105.500}	838d4f08-7d01-49cc-b0b1-d48064548213	52bdd1db-a7b4-44c6-9604-e6a7d29851bd	Level_2	28	trap_days	2020-05-27/2020-06-24	2020-05-27 02:00:00+02/2020-06-24 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	ce99634f-dfb2-4bbf-81a4-a171a6d4d1c0						In the original data, this known as trap: Ost_2020_Semi-nat_6_MF2	61.5550626866865329	9.99408674742665681	EPSG:4326	0.0500	POINT(9.99408674742666 61.5550626866865)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
50f44b1d-627c-4fbd-81b3-259c6c1ff334	Event	2023-02-20 11:34:53	Miljødirektoratet	{"id":"50f44b1d-627c-4fbd-81b3-259c6c1ff334","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH85","ethanol_prc_at_lab":null,"net_wet_weight":null}	50f44b1d-627c-4fbd-81b3-259c6c1ff334	19e06703-897b-49d1-a394-ad8007d2101d	Level_2	14	trap_days	2020-08-19/2020-09-02	2020-08-19 02:00:00+02/2020-09-02 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	89a74804-e7e9-4a31-b6df-b776d5e649e7						In the original data, this known as trap: Ost_2020_Semi-nat_9_MF2	59.677060398680922	11.2823517200111105	EPSG:4326	0.0500	POINT(11.2823517200111 59.6770603986809)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
d6ced2e2-19db-4e8c-b2e9-cb0ab7a105e0	Event	2023-02-20 11:34:53	Miljødirektoratet	{"id":"d6ced2e2-19db-4e8c-b2e9-cb0ab7a105e0","trap_type":"Window","trap_model":"Window_NMBU_2021","liquid_name":"PropGl70_EtOH85","ethanol_prc_at_lab":28,"net_wet_weight":null}	d6ced2e2-19db-4e8c-b2e9-cb0ab7a105e0	66d6305e-950e-4c26-b0f4-3615a7db1503	Level_2	13	trap_days	2021-07-15/2021-07-28	2021-07-15 02:00:00+02/2021-07-28 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	263da96c-5623-4dd2-a6b4-0f75d69a15cb						In the original data, this known as trap: Ost_2021_Skog_13_VF4	60.585816013764223	9.21481643438065134	EPSG:4326	1.0000	POINT(9.21481643438065 60.5858160137642)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
265d23f1-3dce-4650-ad08-69311b13699d	Event	2023-02-20 11:34:53	Miljødirektoratet	{"id":"265d23f1-3dce-4650-ad08-69311b13699d","trap_type":"Window","trap_model":"Window_NMBU_2021","liquid_name":"PropGl70_EtOH85","ethanol_prc_at_lab":56.59,"net_wet_weight":3.301}	265d23f1-3dce-4650-ad08-69311b13699d	8ad1d6c7-797b-4cd5-a0df-63a6a541458b	Level_2	15	trap_days	2022-07-26/2022-08-10	2022-07-26 02:00:00+02/2022-08-10 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	ba9f0ecd-5a46-4fe6-9cca-95c5a88f0c7f						In the original data, this known as trap: Ost_2022_Skog_29_VF1	59.1659777850861488	10.2451966702239545	EPSG:4326	1.0000	POINT(10.245196670224 59.1659777850861)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
7c352872-edb4-4576-b6eb-2d39a93c99d3	Event	2023-04-05 12:50:42	Miljødirektoratet	{"id":"7c352872-edb4-4576-b6eb-2d39a93c99d3","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH96","ethanol_prc_at_lab":null,"net_wet_weight":null}	7c352872-edb4-4576-b6eb-2d39a93c99d3	08e55900-d95b-44e7-b169-67c9197dd739	Level_2		trap_days			Insect sampling period within a fixed 500x500m square from a single trap.	c87058c9-34db-42d6-a915-c6fc13bc4f92						In the original data, this known as trap: Sor_2023_Semi-nat_70_MF1	59.6502521256274392	5.75918990605162406	EPSG:4326	125.0000	POINT(5.75918990605162 59.6502521256274)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
256fb8c6-119f-4592-8226-5c408684f065	Event	2023-01-24 10:35:16	Miljødirektoratet	{"id":"256fb8c6-119f-4592-8226-5c408684f065","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH85","ethanol_prc_at_lab":null,"net_wet_weight":31.030}	256fb8c6-119f-4592-8226-5c408684f065	7b6305b2-7d06-46c5-8760-9ee2edfee049	Level_2	12	trap_days	2020-05-27/2020-06-08	2020-05-27 02:00:00+02/2020-06-08 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	6cccb4c9-1548-4573-a49d-e0a5ed6c4345						In the original data, this known as trap: Ost_2020_Semi-nat_6_MF1	61.5550448184546255	9.99409843882385651	EPSG:4326	0.0500	POINT(9.99409843882386 61.5550448184546)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
b1e882f3-297f-4e1e-aa00-ef474ea5a8e6	Event	2023-01-24 10:35:16	Miljødirektoratet	{"id":"b1e882f3-297f-4e1e-aa00-ef474ea5a8e6","trap_type":"Malaise","trap_model":"Malaise_Watkins_Black","liquid_name":"EtOH85","ethanol_prc_at_lab":null,"net_wet_weight":77.500}	b1e882f3-297f-4e1e-aa00-ef474ea5a8e6	855935ff-6b40-4768-8b9a-612b6667080c	Level_2	28	trap_days	2020-07-22/2020-08-19	2020-07-22 02:00:00+02/2020-08-19 02:00:00+02	Insect sampling period within a fixed 500x500m square from a single trap.	f901e80c-02ed-4198-ab84-274234d159dd						In the original data, this known as trap: Ost_2020_Semi-nat_7_MF2	61.1520750028104274	10.1989486012177561	EPSG:4326	0.0500	POINT(10.1989486012178 61.1520750028104)	GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]]
